#   N_BLOCK:  ACCEPTANCE:
           1    0.521773
           2    0.521463
           3    0.521419
           4    0.521405
           5    0.521486
           6     0.52149
           7    0.521369
           8    0.521378
           9    0.521427
          10    0.521481
          11    0.521442
          12    0.521485
          13    0.521478
          14    0.521472
          15    0.521473
          16    0.521465
          17    0.521436
          18    0.521497
          19    0.521487
          20    0.521516
