#   N_BLOCK:  ACCEPTANCE:
           1    0.319564
           2    0.319267
           3    0.319462
           4    0.319526
           5    0.319326
           6    0.319126
           7     0.31916
           8    0.319073
           9    0.319183
          10    0.319162
          11    0.319176
          12    0.319197
          13    0.319103
          14    0.319156
          15    0.319213
          16    0.319131
          17    0.319154
          18    0.319162
          19    0.319176
          20    0.319095
